name,price
Python程序设计——从基础到开发,35.80
3768783|正版利用Python进行数据分析/python基础教程/python数据分,79.00
零起点Python大数据与量化交易 大数据分析量化投资策略书籍 实盘交易手册 Python,95.80
Python游戏编程快速上手 第4版 游戏开发设计 Python编程游戏入门书Python,72.00
正版现货 零起点Python足彩大数据与机器学习实盘分析 何海群 电子工业出版社,70.30
Python地理数据处理 python数据分析实战教程书籍 NumPy和SciPy地图运,77.70
Python自然语言处理 Python基础教程 实用入门指南 python编程语言书籍 程,90.71
Python项目开发实战(第2版),62.90
PySpark实战指南：利用Python和Spark构建数据密集型应用并规模化部署,37.00
Python物理建模初学者指南  python数据结构设计教程书籍 python语言基础,63.00
Python高效开发实战(DjangoTornadoFlaskTwisted) 刘长龙 正,72.09
利用Python进行数据分析 (美)麦金尼|译者:唐学韬 正版书籍,72.09
Python参考手册 第4版 修订版,63.20
Python高级编程,64.40
Python机器学习-(影印版),74.00
Head First Python(中文版),49.60
Python数据可视化 (印)科斯·拉曼(Kirthi Raman) 机械工业出版社,55.80
正版包邮 零起点Python大数据与量化交易,63.00
预 售 人邮新书 21天学通C++ 第8版 Java Python 程序设计书籍 软件开发,107.44
[2本套]Python网络数据采集+用Python写网络爬虫 核心编程基础教程网络爬虫入门,107.00
Python Web开发实战 董伟明 电子工业出版社 9787121297335,89.30
Python机器学习 学习实战 python基础教程指南 数据结构与算法分析 人工神经网,77.90
现货正版 Python地理数据处理 python数据分析实战教程 NumPy和SciPy地,75.21
零起点Python大数据与量化交易 何海群 电子工业出版社 9787121306594,87.10
Python程序设计,65.70
Python硬件编程实战,48.00
Python并行编程参考手册(影印版),62.00
Python数据科学实践指南,38.30
现货 Python 自动化运维技术与实践 刘天斯 Automation Operation,59.67
Python数据挖掘概念.方法与实践 9787111565482,56.00
Python 语言构建机器学习系统 第2版(影印版),59.80
Python高性能编程,56.10
Python数据科学入门 计算机网络 程序设计 教材 高职高专教材 计算机 计算机与互联,55.00
正版 像计算机科学家样思考Python 2版 Python语言编程教程书籍 理解对象方,55.00
预测分析建模：Python与R语言实现 [美] 托马斯 W.米勒(Thomas W. Mi,56.10
正版 人邮新书 Python数据分析基础 零编程经验也可学会用的Python语言进行数据分,75.00
人邮新书 Python数据处理 掌握用Python进行爬虫抓取以及数据清洗与分析的方法,106.00
人邮邮电出版社 新书 Python机器学习经典实例 人工智能 机器人 无人驾驶,80.24
Python程序设计  计算机科学系列丛书  程序设计 编程书 计算机 程序设计教材 py,75.00
ABAQUS Python二次开发攻略 CAE分析大系 苏景鹤 江丙云 人民邮电出版社 9,53.80
Python高性能编程 python编程教程书籍 python核心编程 python编程技,72.80
Python高级编程 第2版 [波兰]Micha Jaworski 贾沃斯基  [法]Ta,80.10
XIO 正版 量化投资：以Python为工具/蔡立 /9787121305146/电子工业,88.00
程序设计导论(Python语言实践)/计算机科学丛书 (美)罗伯特·塞奇威克//凯文·韦恩,63.99
MayaPython游戏与影视编程指南 (美)梅切特里//特罗布里奇|译者:宋松 正版自然,63.99
Effective Python:编写高质量Python代码的59个有效方法,57.80
趣学Python——教孩子学编程,57.20
Selenium 2自动化测试实战——基于Python语言,57.20
预 售 人邮新书 Python游戏编程快速上手 第4版 游戏开发设计 零基础学编程书籍 P,93.84
Python入门 （美）卢布诺维克 9787564159139,67.60
基于Python的Google App Engine编程 9787519806811,52.80
零起点Python大数据与量化交易 何海群 电子工业出版社,97.10
Python金融衍生品大数据分析:建模、模拟、校准与对冲  电子工业出版社 9787121,95.00
Python游戏编程快速上手 第4版 python游戏编程入门教程书籍 python游戏,68.60
2018新版 现货Python编程从入门到实践python3.5绝技核心编程基础教程网络爬,86.00
Python 3面向对象编程 第2版(影印版) (加)杜斯提·菲利普 东南大学出版社 97,74.80
Python编程与问题求解,50.80
流畅的Python/图灵程序设计丛书,107.03
Python和HDF5大数据应用,33.90
Python绝技：运用Python成为黑客,61.60
Python高性能编程,60.80
Python程序设计基础,31.50
Python科学计算机基础教程,41.70
零基础学Python(图文版),51.80
Maya Python 游戏与影视编程指南,58.00
Python面向对象编程指南,64.80
Python程序设计入门到实战,52.40
Python计算与编程实践(多媒体方法原书第2版)/计算机科学丛书,58.60
Python高性能编程,60.83
Python可以这样学,55.20
Python全栈数据工程师养成攻略(视频讲解版),46.00
Abaqus GUI程序开发指南 Python语言,45.40
Python数据科学入门 快速掌握数据采集与清洗 数据分析 机器学习等任务工具 轻松解决,49.00
精通Python设计模式,31.50
Python性能分析与优化 python语言编程入门  图灵程序设计丛书,32.50
MayaPython游戏与影视编程指南 (美)梅切特里//特罗布里奇|译者:宋松 正版书籍,63.99
Python程序设计案例课堂*9787302483922 刘春茂、裴雨龙、展娜娜,49.70
21天学通Python,38.90
Python数据分析基础,44.90
像计算机科学家一样思考Python 第2版 计算机与互联网 书箱|4972534,39.20
零起点Python机器学习快速入门 何海群 9787121311413 电子工业出版社 计,51.00
流畅的Python 卢西亚诺拉马略著 Python开发实用编程技巧 Python语言编程程,101.30
Python数据处理+Python高性能编程 2本  python编程教程书籍,124.00
包邮Python爬虫开发与项目实战+精通Python网络爬虫 2本 语言编程教程书籍,110.90
2本套 Python编程快速上手+核心编程(第3版) python3.0绝技核心编程基础教,180.70
Python程序设计教程 计算机与互联网 书箱|6233517,31.80
趣学Python编程 python入门到精通python基础教程编程学习手册程序设计书籍,44.00
正版 Python高级编程 计算机/网络 程序设计 其他,43.00
中国铁道  PYthon程序设计教程 杨长兴 计算机基础知识 网络网页设计 计算机语言 程,33.80
【清华社直发】Python程序设计教程,41.00
包邮 实用机器学习+深入浅出深度学习 原理剖析与Python实践,116.00
包邮 树莓派开发实战（第2版）+数字匠人:树莓派Python编程指南 2本,112.00
Python核心编程第3版 python开发大全 python入门到精通书籍 python,90.00
正版 量化投资:以Python为工具 技术 有案例 工具 总结 源自作者多年的研究与实战,84.89
Python Web开发学习实录(附光盘)/Web程序员成功之路,52.80
正版现货 Python语言程序设计（李娜） 机械工业出版社 9787111487685,79.04
包邮  实用机器学习+Python机器学习及实践 从零开始通往Kaggle竞赛之路,93.50
web接口开发与自动化测试+Web测试囧事 基于Python语言 虫师 软件测试技术实战教,88.50
正版 零起点Python足彩大数据与机器学习实盘分析 电子工业出,87.49
包邮 Python学习手册 编程语言与程序设计 计算机书籍,98.70
Maya Python 游戏与影视编程指南,72.00
正版 Python地理数据处理 计算机与互联网程语言与程序设计 新书,69.81
python 程序设计入门到实战 python基础教程 python核心编程 python,69.00
跟老齐学Python：Django实战 Django开发实战教程书籍 Django框架架,68.25
Python机器学习 预测分析核心算法 Python开发程序设计教材 Python语言编程,51.00
Python网络爬虫从入门到实践+Python 网络爬虫实战python数据抓取技术教程书,81.00
Python Qt GUI快速编程 PyQt编程指南/PyQt GUI应用程序设计/Pyt,77.09
Python算法教程 python语言编程入门书籍 Python程序设计教材Python基,64.00
Python算法教程 python语言编程入门书籍 Python程序设计教材Python基,64.00
精通Python自然语言处理 python自然语言处理开发教程书籍 python自然语言,62.00
Python数据科学导论 介绍数据科学 计算机网络 程序设计 学习数据科学知识的入门教材,61.00
正版书籍 Python数据分析基础 零编程经验也可学会用的Python语言进行数据分析,60.91
Python机器学习实例+Python机器学习及实践 2本  机器学习入门教程书,76.60
正版书籍 精通Python自然语言处理 NLP python处理,57.85
正版 Python基础教程 第2版修订版 自学入门教材 编程基础知识书籍 python指南,70.85
包邮 OpenCV算法精解：基于Python与C++ OpenCV书籍 编程程序设计,61.60
正版现货 NLTK基础教程 用NLTK和Python库构建机器学习应用 自然语言处理 NL,49.91
Python语言程序设计 高等学校计算机专业规划教材 程序设计 教材 专科教材 工学,44.10
Abaqus GUI程序开发指南 Python语言 贾利勇 富琛阳子 贺高 周正光 人民邮,50.20
Web接口开发与自动化测试——基于Python语言 虫师著 电子工业出版社 9787121,50.20
"Python开发实战 [日]BePROUD股份有限公司,盛荣 9787115320896",43.45
基于ArcGIS的Python编程秘笈（第2版）arcgis python基础教程书籍 A,65.00
"正版 Python计算与编程实践 多媒体方法(原书第2版) 书籍 古兹迪阿尔,埃里克森,王",71.00
Python 3程序开发指南（第2版 修订版）计算机书籍 程序设计书籍,69.00
Python密码学编程 Python编程实现加密算法的初学者指南 Python核心编程基础,61.20
Python高手之路 第3版 【法】朱利安·丹乔(Julien Danjou) 人民邮电出,46.80
正版 Python 数据分析 python模块数据分析 编程教程教材 pandas入门书籍,65.00
PYTHON程序设计教程 邱仲潘 清华,33.20
预测分析：Python语言实现 计算机网络 程序设计 机器学习算法的工作原理 数据转换成,63.24
正版 Python和Pygame游戏开发指南 计算机/程序设计/Python Pyth,67.00
Python网络爬虫从入门到实践 唐松 陈智铨 机械工业出版社 9787111578413,41.70
教孩子学编程Python语言版 零基础学计算机编程教程书籍从入门到精通编程入门教程 Pyt,66.00
正版 从零开始学Python网络爬虫 开发教程 网络爬虫 游戏开发应用 Python编程序,66.00
正版书籍 Python游戏编程快速上手 di4版,58.70
正版包邮 Python项目开发实战(第2版),50.00
人民邮电：Python设计模式 (第2版),39.78
正版书籍 Python可以这样学,60.70
"贝叶斯思维 统计建模的Python学习法 [美]Allen B.Downey,许杨毅 人民",41.70
正版书籍 Python密码学编程 计算机类-软件开发,58.70
正版书籍 零基础学Python(图文版),58.70
精通PYTHON自然语言处理 正版图书籍,57.00
Python并行编程参考手册 （影印版）[PythonParallelProgrammin,62.00
Python即学即用 9787111539896 机械工业出版社 张燕妮,40.00
Python程序设计教程 Python 3.0到3.5的实用特性 大数据工程师的Pytho,59.00
3770256|正版 编写高质量代码：改善python程序的91个建…,56.00
正版书籍 Web接口开发与自动化测试——基于Python语言,50.20
Python高手之路 第3版,50.86
3本 用Python写网络爬虫+数据抓取技术与实战+Python网络爬虫实战 框架Scra,154.00
正版书籍 Abaqus GUI程序开发指南 Python语言 计算机类-辅助设计,50.20
正版包邮 机器人Python极客编程入门与实战,38.00
程序设计导论:Python语言实践(英文版),124.50
Python设计模式 第2版 计算机网络 程序设计 工厂方法模式 上下文—设计模式的适用,47.60
Python编程 Python进阶、核心编程 应用于Web开发 网络开发 系统开发 科,50.00
Raspberry Pi机器人制作实例:用Python、Linux和传感器搭建智能小,31.00
正版书籍 Python数据科学入门 计算机类-软件开发,41.70
正版书籍 Python硬件编程实战;自动化技术;计算机技术;计算机;,43.10
人邮新书 Python高性能编程 python 编程,67.20
正版书籍 NLTK基础教程 用NLTK和Python库构建机器学习应用,41.70
正版 Python性能分析与优化 python语言编程入门书籍 Python程序设计教材,40.12
Python编程-(上下册)-第4版 9787512355309,146.50
正版 Python项目开发实战 第2版 计算机编程书籍 Web前端开发教程书籍 Pytho,108.00
程序设计导论：Python语言实践(英文版) [美]罗伯特塞奇威克 97871115240,130.70
正版书籍 Python性能分析与优化 计算机类-软件开发,38.30
Python设计模式 第2版,36.04
人邮新书 Python数据处理 全面掌握用Python进行爬虫抓取以及数据清洗与分析的方,99.00
预 售 人邮新书 Python游戏编程快速上手 第4版 游戏开发设计 零基础学编程书籍,58.70
Keras快速上手：基于Python的深度学习实战,59.00
量化交易之路 用Python做股票量化分析,64.10
Python数据处理,61.30
【正版】Python数据处理.9787115459190,95.00
【Python实战】Python金融实战 严玉星 Python基础教程 Python金融,60.30
python基础教程 Python核心编程 第二版 精通核心编程语言书籍 计算机程序设计从,89.00
ABAQUS Python二次开发攻略 CAE分析大系,35.30
Python程序设计-从基础到开发,41.70
Python机器学习经典实例,44.00
Python数据分析实战 【意】内利(Fabio Nelli) 人民邮电出版社,45.80
贝叶斯思维 统计建模的Python贝叶斯思维-统计建模的Python学习法 数据工程师、数,50.00
Python网络数据采集 python语言网络数据采集教程书籍 python编程基础入门教,58.00
Python数据处理,96.00
零起点Python大数据与量化交易,96.00
Python编程基础,38.30
正版 精通Python自然语言处理 NLP python处理,59.00
零基础入门学习Python n(小甲鱼),37.10
Python项目开发实战 第2版,75.80
Python语言及其应用,75.80
Python网络爬虫从入门到实践 计算机与互联网 Python爬虫的流程  使用pip安,54.40
OpenCV 3计算机视觉 Python语言实现（原书第2版）计算机教材教程书籍 人脸检测,46.00
Python程序设计教程,33.80
人邮新书 Python金融实战 程序设计 编程 python编程,64.00
Python基础教程 第2版（修订版）图灵程序设计丛书 经典的Python入门教程 10个,58.00
用Python写网络爬虫,44.00
【清华社直发】Python程序设计教程,44.00
Python设计模式 第2版,33.20
Python树莓派编程,48.00
Python程序设计教程,32.40
BF【全新正版】教孩子学编程 Python语言版9787115416346,50.20
OpenCV 3计算机视觉：Python语言实现(原书第2版),46.60
正版 像计算机科学家一样思考Python Python核心编程 基础教程 利用python,49.00
机器人Python极客编程入门与实战 9787121322921,39.50
【正版】Python设计模式 第2版.9787115458803,40.00
Python数据处理 9787115459190,76.20
零起点Python大数据与量化交易 9787121306594,75.20
人邮新书 NLTK基础教程 用NLTK和Python库构建机器学习应用 自然语言处理,49.00
正版现货 用Python写网络爬虫 python爬虫 编程入门教程书籍 数据抓取技术框架S,45.00
Effective Python：编写高质量Python代码的59个有效方法 英文版 97,44.20
BF【全新正版】零基础入门学习Python 9787302438205,42.60
Python 3 5从零开始学,58.40
精通Python设计模式,30.60
Python核心编程 第3版 [美]卫斯理 春(Wesley Chun) 97871154,62.40
Python语言程序设计,33.20
机器学习系统设计：Python语言实现,57.80
Python数据分析基础(影印版),56.00
Python爬虫开发与项目实战,67.20
机器人系统设计与制作：Python语言实现,56.10
正版 流利的Python语言,89.70
"[XH正版包邮] Python数据处理 杰奎琳·凯泽尔（Jacqueline,Kazil）",84.20
人邮新书 Python数据处理 全面掌握用Python进行爬虫抓取以及数据清洗与分析的方,99.00
机器学习系统设计：Python语言实现,53.00
Python数据处理(影印版),65.30
二手弘Python网络编程攻略9787115372697(英) M. O. Faruque,22.50
Python数据挖掘入门与实践,52.00
数据结构 Python语言描述,66.90
Python自动化运维技术与佳实践,66.90
Python游戏编程快速上手 第4版,51.80
正版 PySpark实战指南利用Python和Spark构建数据密集型应用并规模化部署托,38.20
Python高效开发实战:Django、Tornado、Flask、Twisted,68.80
跟老齐学Python：Django实战,52.40
OpenCV 3计算机视觉：Python语言实现(原书第2版),46.60
Python机器学习,60.80
Maya Python游戏与影视编程指南,62.90
Python核心编程 第3版,97.00
Python核心编程 第3版,97.00
Raspberry Pi编程指南 第2版 基于Python的游戏编程与机器人制作,46.60
【XH正版包邮】 Python自然语言处理 Steven Bird 人民邮电出版社,75.70
Python数据分析基础(影印版),63.40
【XH正版包邮】 Python 3面向对象编程 第2版(影印版) (加)杜斯提·菲利普 东,72.20
Web接口开发与自动化测试基于Python语言,50.20
精通Python自然语言处理,57.20
Python数据科学入门 快速掌握数据采集与清洗 数据分析 机器学习等任务工具 轻松解决,49.00
跟老齐学Python：Django实战,41.00
Python金融实战,56.10
Python生物信息学数据管理,55.20
Python参考手册 第4版 修订版,62.30
Python数据分析实战,57.20
Python数据分析基础(影印版),53.70
Python高效开发实战 Django、Tornado、Flask、Twisted/Pyt,83.00
【XH正版包邮】 Python项目开发实战 第2版 日 BePROUD股份有限公司 人民邮,67.20
现货 利用Python进行数据分析 唐学韬 python基础教程/python数据分析/计,78.00
Python全栈开发实践入门,50.60
基于ArcGIS的Python编程秘笈(第2版) (美)派普勒|译者:牟乃夏//张灵先//,55.89
Python密码学编程 (美)斯维加特|译者:李永伦 正版书籍,55.89
Python密码学编程,52.70
Python项目开发实战,49.70
Head First Python(中文版),49.60
量化交易之路 用Python做股票量化分析 计算机网络 程序设计 投资理财 证券股票 金,86.90
人邮新书 Python金融实战 程序设计 编程 python编程,79.00
正版 Python机器学习入门,67.60
21天学通Python,45.40
Python与数据挖掘,48.00
编写高质量代码：改善Python程序的91个建议,44.30
Python数据挖掘入门与实践,42.70
Python数据分析实战,42.50
流畅的Python/图灵程序设计丛书,107.03
跟老齐学Python:轻松入门,41.90
Python物理建模初学者指南,43.00
Python程序设计开发宝典,60.70
Python学习手册,96.50
Python数据分析实战,77.40
量化投资：以Python为工具,89.10
金鼎Head First Python(中文版)9787512322233(美)巴里中国电,44.20
Python数据科学入门 快速掌握数据采集与清洗 数据分析 机器学习等任务工具 轻松解决,41.70
【官方正版】Python机器学习实践指南 编程语言教程书籍 教你构建真实的机器学习应用程序,48.00
Python Web开发实战,85.20
Selenium 2自动化测试实战——基于Python语言,57.80
思可乐零起点Python机器学习快速入门9787121311413何海群电子工业出版社,38.40
Raspberry Pi：Python编程入门,22.40
PythonWeb开发实战 董伟明 正版书籍,85.05
Python全栈开发实践入门,67.60
正版 Python全栈开发实践入门谢瑛俊python全栈开发教程 python全栈开发工,53.40
正版 数据结构 Python语言描述 兰伯特李军Python语言描述Python语言版P,52.80
人邮新书 Python设计模式 第2版 程序设计 python 7月中旬入库,33.20
Python数据挖掘入门与实践,57.80
BF【全新正版】Python编程快速上手 让繁琐工作自动化 9787115422699,58.70
【XP计算机科学】NLTK基础教程用NLTK和Python库构建机器学习应用,58.11
跟老齐学Python：轻松入门 齐伟著 9787121306624,37.20
正版新书 Python程序设计案例教程,59.80
Python自动化运维：技术与佳实践 刘天斯,58.70
树莓派Python编程入门与实战 正版书籍 (美)勃鲁姆//布莱斯纳罕|译者:王超//马立,57.27
机器人系统设计与制作：Python语言实现,50.20
Python生物信息学数据管理,56.60
Python学习从入门到实践,40.80
Python机器学习 预测分析核心算法 Python开发程序设计教材 Python语言编程,75.00
包邮 网络爬虫全解析—技术、原理与实践+Python网络爬虫实战 Python语言编程教程,109.00
包邮 基于ArcGIS的Python编程秘笈+ArcGIS开发权威指南,115.00
Python树莓派编程 沃尔弗拉姆 多纳特(Wolfram Donat) 97871115,34.30
Python数据科学入门 快速掌握数据采集与清洗 数据分析 机器学习等任务工具 轻松解决,49.00
“笨办法”学Python(第3版),48.00
数据科学导论：Python语言实现,48.00
21天学通Python 9787121275616,38.90
零起点Python足彩大数据与机器学习实盘分析,89.10
数据科学导论：Python语言实现,46.60
"满58-3 正版""笨办法""学Python(第3版)python教程python核心编程基础",49.00
Python高级编程 第2版,86.30
Python数据分析基础 教材 专科教材 工学 编程语言 学习Python的基础教材 P,47.46
Web接口开发与自动化测试——基于Python语言,44.00
Python金融实战,48.80
正版现货 Python高性能编程  python核心编程 python编程技术从入门到实践,75.40
Python基础教程(第2版 修订版),76.60
"正版 Python计算与编程实践 多媒体方法(原书第2版) 书籍 古兹迪阿尔,埃里克森,王",71.00
正版 Python物理建模初学者指南Python初学者基础知识编程语言科学计算物理建模基,45.30
PySpark实战指南 利用Python和Spark构建数据密集型应用并规模化部署 pys,35.80
Python编程基础,44.10
N 包邮Python数据挖掘：概念、方法与实践 [美] 梅甘·斯夸尔 机械工业出版社,47.30
程序设计导论：Python语言实践(英文版),105.60
RT/机器人Python极客编程入门与实战  9787121322921,44.30
Head First Python(中文版) (美)巴里,43.50
WL【库存正版】面向ArcGIS的Python脚本编程9787115370198 人民邮电,43.10
Python程序设计教程 9787302457862,40.10
Python参考手册(第4版修订版),77.40
Python金融衍生品大数据分析:建模、模拟、校准与对冲  电子工业出版社 9787121,103.00
Effective Python:编写高质量Python代码的59个有效方法,57.80
包邮 零起点Python机器学习快速入门+Python大战机器学习：数据科学家的个小目标,101.00
Python机器学习算法,44.85
XIO 正版 零起点Python大数据与量化交易/何海群/9787121306594/电子,100.00
正版 Abaqus GUI程序开发指南 Python语言 python编程教程 abaqu,66.00
Python数据分析基础,66.90
Python金融大数据分析 (德)希尔皮斯科|译者:姚军 正版书籍,75.24
Python新手使用Django架站的16堂课,65.90
基于Python的Google App Engine编程,53.00
BF【全新正版】/Python开发向导(云计算工程师系列) 9787517054030,40.80
Python设计模式 第2版,38.20
Python自然语言处理 9787115333681,68.50
数据科学导论：Python语言实现 (意)阿尔贝托·博斯凯蒂,41.70
京东快递 Python程序设计教程 9787302457862,40.10
Python基础教程(第2版 修订版),76.60
Python绝技:运用Python成为顶级黑客,58.40
Python高手之路 第3版 9787115437105,34.70
Python数据抓取技术与实战 9787121298844,32.80
人邮新书 Python程序设计案例教程 人邮教材,48.00
Python面向对象编程指南,68.70
Python程序设计开发宝典,53.80
Python机器学习,67.20
Python与机器学习实战：决策树、集成学习、支持向量机与神经网络算法详解及编程实现,52.00
Python程序设计案例课堂,67.60
数据馆员的PYTHON简明手册 新华书店正版畅销图书籍  数据馆员的Python简明手册,63.00
跟老齐学Python：Django实战,66.90
Keras快速上手：基于Python的深度学习实战,59.30
现货 Python数据科学入门 快速掌握数据采集与清洗 数据分析 机器学习等任务工具 轻松,63.70
Python金融实战 9787115457073,60.80
Python面向对象编程指南 9787115405586,60.80
[正版二手]Raspberry Pi：Python编程入门 (英) Simon Monk著,19.00
量化投资 以Python 为工具 Python语言处理数据Python金融 量化投正版,69.70
精通Python设计模式 9787115428035,29.30
Python编程(第4版),159.50
Python设计模式 第2版,25.40
Python地理空间分析指南(第2版),64.50
Python性能分析与优化/图灵程序设计丛书 正版书籍 (乌拉圭)费尔南多·多格里奥|译者,37.35
Python测试驱动开发(影印版),67.10
PYTHON核心编程(第2版) 升级为第3版 第三版 python开发大全 python入,94.00
利用Python进行数据分析,66.80
Python网络爬虫从入门到实践,35.00
跟老齐学Python:轻松入门 编程语言科技,53.10
PySpark实战指南：利用Python和Spark构建数据密集型应用并规模化部署,48.50
Python机器学习入门(影印版),62.30
Python开发向导(云计算工程师系列),47.00
Python程序设计,58.50
Python机器学习/数据科学与工程技术丛书,63.60
Python编程实战(运用设计模式并发和程序库创建高质量程序)/华章程序员书库,60.60
基于ArcGIS的Python编程秘笈-(第2版) 9787115438041,53.10
正版现货从零开始学Python网络爬虫 Python编程 Python入门到实践 pyt,47.00
Head First Python-重视大脑的学习指南-(中文版) 97875123222,52.40
Python计算机视觉编程,50.40
京东配送 用Python写网络爬虫 9787115431790,27.00
Python算法教程 9787115404831,53.10
Python密码学编程,60.00
Python生物信息学数据管理,62.10
Python语言程序设计,64.40
精通Python网络爬虫-核心技术.框架与项目实战,58.70
Python语言及其应用,57.70
Python科学计算（第二版 张若愚）,88.50
人邮新书 Python程序设计案例教程 人邮教材,49.50
Python高手之路 第3版,38.50
正版 Python;Linux系统管理与自动化运维;自动化技术;计算机技术;计算机;,78.30
Python学习从入门到实践,43.00
Python和HDF5大数据应用 正版书籍 (美)科莱特|译者:胡世杰 计算机 人民邮电,32.37
Python语言及其应用/图灵程序设计丛书 (美)卢布诺维克|译者:丁嘉瑞//梁杰//禹常,63.99
正版书籍 Python爬虫开发与项目实战;自动化技术;计算机技术;计算机;,69.50
正版书籍 预测分析建模:Python与R语言实现;自动化技术;计算机技术;计算机;,69.50
预测分析：Python语言实现 计算机网络 程序设计 机器学习算法的工作原理 数据转换成,63.24
人民邮电：Python 算法教程,70.00
正版 机器学习——Python实践魏贞原Python机器学习实战入门图书Python编程语,65.00
Python 自动化运维技术与实践 刘天斯 Automation Operation,69.00
基于ArcGIS的Python编程秘笈(第2版),63.78
【正版】Python设计模式 第2版.9787115458803,37.50
正版书籍 Python全栈开发实践入门;编程语言书籍,62.10
Python 3.5从零开始学  Python基础教程 Python 入门书 网络编程,60.52
人民邮电：Python网络数据采集,60.18
正版书籍 Python算法教程,58.70
正版 数据科学实战手册（R+Python）数据编程语言教程书籍 数据采集处理清洗分析建模可,64.00
正版书籍 Python生物信息学数据管理,58.70
正版现货  Python开发向导(云计算工程师系列),37.40
PySpark实战指南 利用Python和Spark构建数据密集型应用并规模化部署 pys,55.00
正版书籍 智能硬件设计丛书:MicroPython入门指南;电子技术书籍,53.10
京东配送 基于ArcGIS的Python编程秘笈(第2版) 9787115438041,57.30
Python程序设计教程 范建农 电子工业出版社 9787121320910,33.80
Python设计模式 第2版,33.42
用Python写网络爬虫 流畅的python基础书籍 3.0/2.0代码核心语言视频实践教,52.77
正版书籍 Python数据科学导论;自动化技术;计算机技术;计算机;,51.90
正版书籍 Effective;Python:编写高质量Python代码的59个有效方法;自,51.90
2本 PyQt5快速开发与实战+Qt5开发及实例(第3版) python qt5软件编程教,144.50
正版书籍 精通Python自然语言处理 计算机类-计算机科学,50.20
正版书籍 Python物理建模初学者指南 计算机类-软件开发,50.20
正版书籍 Python数据分析实战 计算机类-软件开发,50.20
NLTK基础教程-用NLTK和Python库构建机器学习应用,49.00
Python程序设计基础,27.30
现货 Python性能分析与优化 python语言编程入门书籍 Python程序设计教材,52.00
流畅的Python,136.20
Python机器学习算法,52.00
流利的Python语言(影印版),84.00
Python编程(第四版) 9787512355309,132.70
Python核心编程 第3版,96.00
零起点Python机器学习快速入门,44.00
京东快递 Python设计模式 第2版 9787115458803,25.40
Keras快速上手：基于Python的深度学习实战,53.70
2018新版 现货Python编程从入门到实践python3.5绝技核心编程基础教程网络爬,86.00
正版 趣学Python——教孩子学编程 Python入门基础教程,53.00
从零开始学Python网络爬虫,44.00
机器学习系统设计：Python语言实现 [美] 戴维·朱利安(David Julian),48.80
Python学习手册,96.50
Python数据分析实战,77.40
量化投资：以Python为工具,89.10
金鼎Head First Python(中文版)9787512322233(美)巴里中国电,44.20
Python数据科学入门 快速掌握数据采集与清洗 数据分析 机器学习等任务工具 轻松解决,41.70
【官方正版】Python机器学习实践指南 编程语言教程书籍 教你构建真实的机器学习应用程序,48.00
Python Web开发实战,85.20
思可乐零起点Python机器学习快速入门9787121311413何海群电子工业出版社,38.40
Raspberry Pi：Python编程入门,22.40
PythonWeb开发实战 董伟明 正版书籍,85.05
Python全栈开发实践入门,67.60
正版 Python全栈开发实践入门谢瑛俊python全栈开发教程 python全栈开发工,53.40
正版 数据结构 Python语言描述 兰伯特李军Python语言描述Python语言版P,52.80
人邮新书 Python设计模式 第2版 程序设计 python 7月中旬入库,33.20
Python学习从入门到实践,40.80
Python机器学习 预测分析核心算法 Python开发程序设计教材 Python语言编程,75.00
包邮 网络爬虫全解析—技术、原理与实践+Python网络爬虫实战 Python语言编程教程,109.00
包邮 基于ArcGIS的Python编程秘笈+ArcGIS开发权威指南,115.00
预测分析：Python语言实现 (美)约瑟夫·巴布科克 机械工业出版社,48.80
Python极客项目编程 9787115449764,41.40
用Python写网络爬虫,43.70
Python Qt GUI快速编程——PyQt编程指南,77.40
Python项目开发实战 会写代码不等于能做好项目 网罗Python项目开发中的流程 让你,72.00
Python程序设计-从基础到开发,41.70
Python数据分析 (印尼)伊德里斯|译者:韩波 正版计算机书籍,47.79
数据科学实战手册(R+Python) (美)Tony Ojeda//Sean Patric,47.79
精通Python自然语言处理,41.30
Python与数据挖掘,40.00
零起点Python大数据与量化交易,81.20
Python硬件编程实战,35.30
从Python开始学编程,34.80
跟老齐学Python-轻松入门 python核心编程技术python语言编程基础教程 跟老,64.00
Python 网络爬虫实战,66.00
Raspberry Pi编程指南:基于Python的游戏编程与机器人制作(第2版),39.00
贝叶斯思维:统计建模的Python学习法,39.00
毫无障碍学Python,56.80
【XH正版包邮】 Python数据分析实战 【意】内利(Fabio Nelli) 人民邮电,50.20
Python编程基础,32.00
用Python写网络爬虫,32.00
父与子的编程之旅 与小卡特一起学Python 教孩子编程的图书 python编程入门教程,67.00
数据科学实战手册 R+Python,50.20
数据科学导论(Python语言实现)/数据科学与工程技术丛书 (意)阿尔贝托·博斯凯蒂//,39.69
笨办法学Python(附光盘第3版) (美)肖|译者:王巍巍 正版书籍,39.69
【XH正版】 零基础入门学习Python 清华大学出版社 小甲鱼,42.60
Python自动化运维：技术与佳实践,67.60
数据结构 Python语言描述,67.60
Python程序设计教程,28.30
Abaqus GUI程序开发指南 Python语言,50.20
人邮新书 NLTK基础教程 用NLTK和Python库构建机器学习应用 自然语言处理,49.00
Python自动化运维：技术与佳实践,65.60
BF【全新正版】Python绝技：运用Python成为黑客9787121277139,67.20
人邮新书 Python程序设计案例教程 人邮教材,59.80
OpenCV 3计算机视觉-Python语言实现(原书第2版),36.80
